,customer,real estate type,loan amount,mortgage collateral MV,additional collateral MV,additional collateral type,lgd
697,private,single family house,988849.8982829131,1229047.4290622158,59484.56166339337,retirement account,0.0
698,private,single family house,1916345.8220531836,2408655.957065064,82341.35560377802,retirement account,0.0
699,private,single family house,1325600.3811783316,1546863.5099743386,219809.14637329074,retirement account,0.05383174238288116
700,private,single family house,778668.7560003023,982021.0866806286,0.0,none,0.0
701,private,single family house,1111221.260582362,1403680.8668128655,0.0,none,0.08334911138507548
702,private,single family house,2478707.4275811235,2861672.586787728,218568.49043508273,retirement account,0.0
703,private,single family house,813801.8073908058,851418.3613960874,228274.9953172699,retirement account,0.0
704,private,single family house,2217893.039589531,2589898.7904687915,0.0,none,0.13621899567752474
705,private,single family house,840234.9986925867,977052.5725796964,33341.57252675455,retirement account,0.1450584965420756
706,private,single family house,420665.2406902712,521556.26491418405,0.0,none,0.0
707,private,single family house,1308946.7055788403,1512140.408956376,123935.96584025034,retirement account,0.0
708,private,single family house,1552851.129562469,1906637.3591481117,66318.82225713234,retirement account,0.0
709,private,single family house,362721.97068245895,435337.06002425286,26064.365980010265,retirement account,0.0
710,private,single family house,179517.2157246857,226445.5908459652,0.0,none,0.15033921290624805
711,private,single family house,2197689.4276902736,2644071.404535725,0.0,none,0.1760842935327802
712,private,single family house,797999.1273741181,842506.4728841354,123431.36643978783,retirement account,0.0
713,private,single family house,1043650.7875624944,1249044.421045433,117602.48278709057,retirement account,0.0
714,private,single family house,1316912.5188147593,1802199.869054512,0.0,none,0.0
715,private,single family house,3432191.5443863734,4315226.316335774,133636.47917874725,retirement account,0.03603189856877602
716,private,single family house,2342625.98518123,2867179.8162706797,53182.61055208779,retirement account,0.0
717,private,single family house,820941.8303746413,986840.5799936292,39939.0509469921,retirement account,0.1772231038012195
718,private,single family house,1300146.783561856,1521277.8066905262,152151.34851278446,retirement account,0.0
719,private,single family house,2076806.7109812007,2519486.8098171796,0.0,none,0.0
720,private,single family house,1757571.2356849473,2147439.7400190774,59471.57826771515,retirement account,0.0
721,private,single family house,440987.5259559937,543229.3258364488,0.0,none,0.024449277522107266
722,private,single family house,1676754.3910303186,1869404.5323794864,383339.60031752073,retirement account,0.0
723,private,single family house,1209763.0862473883,1537609.600506041,3670.07253800775,retirement account,0.0
724,private,single family house,231313.5149599306,280512.8148330896,15163.332276908732,retirement account,0.19085047314719333
725,private,single family house,664107.5034414312,746785.9574731501,101434.64024296032,retirement account,0.0
726,private,single family house,1267288.610980283,1589391.0025264116,94294.03808753689,retirement account,0.0
727,private,single family house,1590389.6493721197,1908262.2440893108,127271.48480147976,retirement account,0.0205224936973954
728,private,single family house,545859.8098948731,671385.3219414658,10097.015001007021,retirement account,0.04000686147603613
729,private,single family house,1198159.1092448558,1584412.170719215,0.0,none,0.0
730,private,single family house,1228052.0006891808,1557127.7097575804,30578.44625012742,retirement account,0.0
731,private,single family house,745786.3865019688,1014688.3751446557,0.0,none,0.045600245992005184
732,private,single family house,584248.6291991288,735443.7599962727,0.0,none,0.0
733,private,single family house,1062016.9129916204,1188468.1934800735,75260.16992369053,retirement account,0.0
734,private,single family house,1604038.4543471495,1818644.3544802454,226332.75659245448,retirement account,0.0
735,private,single family house,1271287.6580906403,1636144.552678828,0.0,none,0.10544149659236032
736,private,single family house,938140.9610395038,1174265.5561586195,0.0,none,0.05226408137628681
737,private,single family house,985272.851530518,1167309.1445186315,148459.02682928104,retirement account,0.0
738,private,single family house,399798.2473158238,468906.723243279,6359.114869436384,retirement account,0.0
739,private,single family house,1381921.6968324592,1747427.3394399022,20482.89939092178,retirement account,0.11904098053007563
740,private,single family house,1891941.1845946375,2393989.737925142,11929.357389407374,retirement account,0.07151345508199677
741,private,single family house,1324611.3575126848,1500583.1839207988,179249.1473328719,retirement account,0.07505176885144971
742,private,single family house,1138177.6823894705,1431682.8045587225,18141.372464888984,retirement account,0.19872164198619274
743,private,single family house,1002856.1418893207,1136586.2823280122,185436.60087565743,retirement account,0.0
744,private,single family house,1940978.6212000106,2510711.1473754067,0.0,none,0.02382731326339789
745,private,single family house,737511.2311328576,844758.23402809,55192.00439449279,retirement account,0.0
746,private,single family house,967419.8781600519,1153068.3171196354,38946.15152460162,retirement account,0.13340293635892914
747,private,single family house,985445.1283584118,1175372.5967158948,99599.75323421157,retirement account,0.0
748,private,single family house,787210.0853674443,932809.3390793276,99611.07461510587,retirement account,0.0
749,private,single family house,1215026.1789723465,1488226.0299400168,57340.9104481298,retirement account,0.05571791236297504
750,private,single family house,3330172.657019732,4173734.0976710073,8628.547452006856,retirement account,0.0
751,private,single family house,1258609.6220000987,1566305.870121208,0.0,none,0.0
752,private,single family house,887217.1358628926,1084029.309159098,3547.1164620051145,retirement account,0.012386391864826946
753,private,single family house,522291.57838461746,553136.4228881362,107026.51583812646,retirement account,0.01890679242374573
754,private,single family house,2224568.6317095538,2606569.7506740643,316792.1227306426,retirement account,0.14512903823816609
755,private,single family house,1435190.1868363838,1826646.803937985,0.0,none,0.0
756,private,single family house,2505435.020090649,2997835.5505263857,222055.9897254307,retirement account,0.0
757,private,single family house,1583381.3142293133,1962351.5928032708,63734.808293761176,retirement account,0.0
758,private,single family house,857455.4574009724,1039662.5914886347,0.0,none,0.0010496152452696501
759,private,single family house,2067471.819361152,2562796.530780455,111056.52611900982,retirement account,0.0
760,private,single family house,1111580.3986483354,1386896.8655237397,32978.88158350128,retirement account,0.09285694118557035
761,private,single family house,1670861.828458513,2258644.102941523,0.0,none,0.1461681997660129
762,private,single family house,774235.7807525878,877845.8654351187,78804.10883642267,retirement account,0.1647313456732564
763,private,single family house,893118.8326865382,1075214.0731073522,0.0,none,0.2068899030544815
764,private,single family house,1262936.677470674,1628524.4122204809,0.0,none,0.0
765,private,single family house,1464097.9873906823,1820510.7128818259,152534.41091984126,retirement account,0.0
766,private,single family house,556794.1640256243,676861.5881315919,26381.406584932087,retirement account,0.0
767,private,single family house,872950.3698622689,1058721.4372380953,0.0,none,0.029792082499295137
768,private,single family house,1191206.3541215605,1451940.2325093232,0.0,none,0.01244671089788557
769,private,single family house,1801871.6355269866,2209126.8001217875,41315.61213321289,retirement account,0.22788739263636804
770,private,single family house,2030015.8944838934,2278029.332729935,241471.41921168246,retirement account,0.0
771,private,single family house,1649668.3367274525,2007510.5831944263,0.0,none,0.012120210806322789
772,private,single family house,363533.17824390146,505520.21909580467,0.0,none,0.0001801573872280894
773,private,single family house,3281171.57209298,3483732.775797218,513457.06151337485,retirement account,0.0
774,private,single family house,720053.6573034746,906106.9697939825,0.0,none,0.011056276870361386
775,private,single family house,1468177.9973848884,1739737.3338478198,126530.80314192313,retirement account,0.0
776,private,single family house,3093674.6468067714,4340417.474268077,0.0,none,0.04470916056493195
777,private,single family house,649809.0758033964,780994.1405433955,48883.244746026656,retirement account,0.0
778,private,single family house,965969.4006364187,1239698.1606928557,5774.223504978881,retirement account,0.0
779,private,single family house,4179153.427840247,5247214.558550231,6458.646213384552,retirement account,0.0
780,private,single family house,723072.5019415081,938267.8631665199,0.0,none,0.0
781,private,single family house,1807216.91780186,2043379.3825824726,99904.12437073779,retirement account,0.07152927789265068
782,private,single family house,542114.9655253015,627808.1169327111,33157.90077381651,retirement account,0.0
783,private,single family house,2189656.6714025415,2493286.0716544925,335434.66395790223,retirement account,0.0
784,private,single family house,2391185.6822278453,3085736.710194255,0.0,none,0.0
785,private,single family house,764927.6595257609,915570.0300476311,19081.492668308736,retirement account,0.28435858020658333
786,private,single family house,3208421.670901944,3589576.1186348796,587026.3627943012,retirement account,0.1943830501418447
787,private,single family house,933095.3451299447,1324300.1481071762,0.0,none,0.044163592154633426
788,private,single family house,1740640.5180118352,2196791.1620870875,0.0,none,0.021949759390236964
789,private,single family house,1326457.294473425,1652979.8570616283,21570.568613694228,retirement account,0.0
790,private,single family house,2376336.5825265567,3057167.2233134764,0.0,none,0.22258324194273427
791,private,single family house,2757981.798258653,3400954.298997305,142419.44004394594,retirement account,0.2782771168892246
792,private,single family house,1767298.0725998725,2226425.39399787,139777.25866915807,retirement account,0.0
793,private,single family house,559907.3426270307,763695.7197408542,0.0,none,0.0
794,private,single family house,1543636.7449407715,1773522.211252283,89928.61373880904,retirement account,0.06070973993177083
795,private,single family house,339659.6684795777,416163.17840154964,13460.196564686716,retirement account,0.2383325993374597
796,private,single family house,2278170.41004771,2804669.009657508,60847.716588429255,retirement account,0.0
797,private,single family house,664807.0612914193,867013.035349419,0.0,none,0.0
798,private,single family house,524852.7058340297,579660.0868417436,51478.570505577016,retirement account,0.0
799,private,single family house,1310431.8387362242,1552957.5836483126,18268.837322649346,retirement account,0.0
800,private,single family house,3035684.5521043353,3353632.8356374027,226077.07356987114,retirement account,0.007573282758098082
801,private,single family house,1274206.62086332,1440298.4953206675,17006.599916233125,retirement account,0.18017681884583825
802,private,single family house,692738.0446111569,823943.9101915545,0.0,none,0.004280761527670382
803,private,single family house,1066309.0329205808,1215546.5502789197,78365.03437838143,retirement account,0.03026382789048835
804,private,single family house,3310115.1729300437,3834362.745400769,159629.4288217283,retirement account,0.08686544965964516
805,private,single family house,1906965.2752139631,2297802.4578011804,190021.44569225455,retirement account,0.09208812309792563
806,private,single family house,632952.0835351046,825300.722796798,0.0,none,0.13018692375600668
807,private,single family house,1615093.240867558,1743160.8700366828,264641.89809453744,retirement account,0.0
808,private,single family house,793282.6341674471,935888.7872784163,35495.509053244175,retirement account,0.0
809,private,single family house,674347.1270822152,787790.9854522981,61314.582766511994,retirement account,0.03378790109662146
810,private,single family house,1975787.651649602,2655782.0308099533,0.0,none,0.0
811,private,single family house,2590095.6342056347,3250496.7922153864,0.0,none,0.10091451002291268
812,private,single family house,1522681.4885813599,1748748.2962181952,80543.49705416281,retirement account,0.04139561191849763
813,private,single family house,1744875.63362637,2047165.3742115216,48991.48660512858,retirement account,0.09025402875178816
814,private,single family house,631417.8728203034,753050.7405135124,81146.44117414429,retirement account,0.0
815,private,single family house,1210747.3212143993,1407482.5721706792,0.0,none,0.0
816,private,single family house,2038970.1843066192,2499409.747737013,172642.4539178003,retirement account,0.0
817,private,single family house,577092.7087910065,884228.006873656,0.0,none,0.0
818,private,single family house,1208293.5585250743,1524240.8615347934,43600.66368904413,retirement account,0.09640795717253765
819,private,single family house,989616.8522335934,1228782.771809031,109780.29090059026,retirement account,0.0
820,private,single family house,3961267.7445982704,4827111.222776493,59060.064730822996,retirement account,0.0
821,private,single family house,3071549.734409473,3934150.64886384,175085.1967952091,retirement account,0.1429833367415973
822,private,single family house,1768053.4605271348,2021706.4512524505,139280.38049101064,retirement account,0.0
823,private,single family house,1358583.2635341543,1684531.6795677892,0.0,none,0.0
824,private,single family house,927396.4554992486,1066082.8275297198,82532.98672890656,retirement account,0.0
825,private,single family house,1196748.7828865824,1387623.143843997,32190.567937048858,retirement account,0.1665109819454958
826,private,single family house,1414832.080495848,1766339.321650155,88084.40763805038,retirement account,0.04055268444882776
827,private,single family house,3261676.720412408,4065275.71996246,0.0,none,0.19822133191395722
828,private,single family house,1788280.7734141357,2221261.9246267728,190816.75829091534,retirement account,0.0
829,private,single family house,677815.1241053554,891017.2554972923,0.0,none,0.0
830,private,single family house,982224.2658415391,1270327.0380226441,45529.21883762973,retirement account,0.0445198762367682
831,private,single family house,1657324.1872239427,2205328.9685983844,0.0,none,0.0
832,private,single family house,1941262.4649078764,2328504.4625043515,198744.58328210076,retirement account,0.0
833,private,single family house,515679.9724524342,683325.2066545178,0.0,none,0.20162565456868006
834,private,single family house,1579273.448049443,2040469.3742998492,0.0,none,0.07931714627621791
835,private,single family house,1888403.7526717347,2193265.0524733732,103054.05315975292,retirement account,0.025872856734436598
836,private,single family house,1349028.8973953957,1781868.972385081,0.0,none,0.0060727990974968355
837,private,single family house,1517280.701749516,1670503.437802772,173630.52054596768,retirement account,0.0
838,private,single family house,1038023.8576088652,1258188.96123514,85697.62699723172,retirement account,0.0
839,private,single family house,546260.9632594618,648336.711440817,11562.451560518955,retirement account,0.05319000121640284
840,private,single family house,1080880.2216633072,1353423.3289467439,13084.43197793198,retirement account,0.0
841,private,single family house,328431.4354117857,405833.9432718934,0.0,none,0.0
842,corporate,office building,15934978.618753567,19988409.777985323,180973.48865716613,cash account,0.24098833774083572
843,corporate,office building,2667094.0251284414,3527839.091831882,53255.51280927304,cash account,0.19768051658237001
844,corporate,office building,2422128.065225392,2575781.748871872,476874.8677297901,cash account,0.0
845,corporate,office building,44260707.626075655,54668749.95402259,0.0,none,0.46092800521118604
846,corporate,office building,9888976.985100288,11748692.30585168,869370.0665830424,cash account,0.0
847,corporate,office building,11379233.051929815,14415910.587346932,0.0,none,0.3242525178439188
848,corporate,office building,8634653.333054762,11909166.970070567,0.0,none,0.2796251505071847
849,corporate,office building,4197270.925227951,5461633.106333093,78954.15681326855,cash account,0.0
850,corporate,office building,5014341.826844192,6955301.527829263,0.0,none,0.0
851,corporate,office building,48672789.81315832,64501731.50231866,0.0,none,0.030458813863886075
852,corporate,office building,11516175.606850697,14692984.729762474,0.0,none,0.0
853,corporate,office building,5005936.304800593,5940055.347120834,386937.47009922663,cash account,0.32179823446657946
854,corporate,office building,7188734.570213093,9486575.388127062,256500.11487861615,cash account,0.09047326542614438
855,corporate,office building,20638263.069308255,26103338.178278945,0.0,none,0.0
856,corporate,office building,44423441.035198435,54214506.67974989,3990899.420717504,cash account,0.06876028990160157
857,corporate,office building,5470856.474046745,6288940.558776819,394243.098998212,cash account,0.024533759527790612
858,corporate,office building,4876335.841503131,6277788.537559502,0.0,none,0.0
859,corporate,office building,17352678.895081166,21932898.645104177,0.0,none,0.4998430507941892
860,corporate,office building,7489357.965172434,9756390.361223826,0.0,none,0.04864599569140336
861,corporate,office building,11873581.802875277,14936765.702767448,497778.60722774756,cash account,0.33102817832242976
862,corporate,office building,3784533.5406403965,4580550.528115096,40336.782313299685,cash account,0.0
863,corporate,office building,32692181.571480665,42445633.2524344,0.0,none,0.0
864,corporate,office building,13450139.334900679,18989537.843978267,0.0,none,0.0
865,corporate,office building,13292825.252695357,16669738.260049103,0.0,none,0.2070063021709727
866,corporate,office building,33214472.43347963,38241648.71014233,4258079.617321851,cash account,0.0
867,corporate,office building,14349306.490195988,18456104.190911453,0.0,none,0.1697686799391633
868,corporate,office building,4343046.161423827,5160599.049535449,561978.1037320575,cash account,0.0
869,corporate,office building,7954398.413761156,9450686.964718403,547144.9299350381,cash account,0.38723298218966046
870,corporate,office building,10095910.690138891,12340138.961148031,269734.05359374505,cash account,0.5066545823091313
871,corporate,office building,14150927.388473254,15518725.645996038,1151610.1272122674,cash account,0.18814918739460135
872,corporate,office building,13442074.479503827,18422244.09954109,0.0,none,0.0
873,corporate,office building,5989387.643669599,7060576.495719707,884524.7406968877,cash account,0.04468779051798241
874,corporate,office building,32120979.603737578,38017224.91624956,2880387.234753488,cash account,0.28621881245870995
875,corporate,office building,3455327.97437485,4168904.7655999805,374308.7894494926,cash account,0.12446477099130136
876,corporate,office building,7047511.370386204,9040534.633423302,21561.169054687743,cash account,0.29444909444641904
877,corporate,office building,5883709.115433451,6995693.857537165,266754.511704567,cash account,0.365804653804783
878,corporate,office building,2125189.4153076215,2555553.14344677,207613.78941980313,cash account,0.22505190775379288
879,corporate,office building,24876429.13484948,33030998.033312242,0.0,none,0.4792105591269422
880,corporate,office building,1468167.1027695802,1717492.4436149166,270470.31766054494,cash account,0.006028766510256609
881,corporate,office building,22609529.13811377,35127870.94882386,0.0,none,0.2217040417577355
882,corporate,office building,3725445.6055704346,4481481.699035609,39525.15098260955,cash account,0.051370930716560174
883,corporate,office building,13823784.901215605,15768427.472551083,1780995.915442115,cash account,0.15249708674159607
884,corporate,office building,6420824.36317667,8192134.146654708,0.0,none,0.12156516763268811
885,corporate,office building,14703558.315797769,19687893.49799461,0.0,none,0.40741104306755227
886,corporate,office building,5394517.026502581,6242594.3536421945,557296.4018561462,cash account,0.06905833804417118
887,corporate,office building,21483942.05371377,23529665.743073307,2932901.162384312,cash account,0.19724005335640307
888,corporate,office building,47360674.55226712,54509579.65183603,4367454.774166041,cash account,0.05027375752498867
889,corporate,office building,11212102.908429878,12818171.13655692,2228670.099218098,cash account,0.23645440226109288
890,corporate,office building,3088781.6094620703,4217850.944702718,0.0,none,0.0
891,corporate,office building,6788571.9617318185,8167261.329823991,0.0,none,0.3291596648013583
892,corporate,office building,6118436.354582262,7572086.99628684,363106.31761206785,cash account,0.1714722725139197
893,corporate,office building,3094174.3855309053,3691791.4036424663,65490.35102372599,cash account,0.42901655162452657
894,corporate,office building,3210245.6625520433,3876731.447185991,0.0,none,0.1288040144513889
895,corporate,office building,18637464.19243499,24205362.623191055,0.0,none,0.0
896,corporate,office building,11972700.935787054,14647627.151764983,675509.5040233106,cash account,0.22091430407557533
897,corporate,office building,20239621.32843891,25252152.597432032,492470.1538843186,cash account,0.393121329559625
898,corporate,office building,5563572.578726879,6719957.795535746,173944.0793732518,cash account,0.0
899,corporate,office building,1725292.0231138857,2055577.5251726015,5878.59560500475,cash account,0.0
900,corporate,office building,2835272.2861408456,3581970.806283464,0.0,none,0.1872743757906065
901,corporate,office building,13881768.750721617,17342813.835221324,0.0,none,0.17274293102068775
902,corporate,office building,7963234.195251715,9623694.60341154,0.0,none,0.3048574795639506
903,corporate,office building,8720476.947936868,10551558.795723129,264992.1364953726,cash account,0.12782152533428637
904,corporate,office building,726256.7320715192,1084327.1012663022,0.0,none,0.0
905,corporate,office building,12722153.216112498,16226841.959360162,0.0,none,0.4627347335348813
906,corporate,office building,4897920.31073637,5801821.504267725,67743.82421705982,cash account,0.2557868630524967
907,corporate,office building,1461538.368457263,1778409.7475393135,74845.32637627587,cash account,0.0
908,corporate,office building,40583532.51678593,51371845.86637443,1222765.3074285681,cash account,0.39519879748884673
909,corporate,office building,13499895.68977149,17657920.0143174,0.0,none,0.07780088272513917
910,corporate,office building,9099086.93985374,10555589.106012227,1496964.7627735347,cash account,0.0
911,corporate,office building,15858361.641066719,21743443.787639253,0.0,none,0.0
912,corporate,office building,1431613.7171671763,1783987.8416585291,21847.07550948969,cash account,0.34310783858773003
913,corporate,office building,7537922.022241065,10886144.327086795,0.0,none,0.0
914,corporate,office building,5422952.508317407,6807657.789160787,0.0,none,0.0
915,corporate,office building,19644664.0333859,24302582.807599712,0.0,none,0.0609662190787586
916,corporate,office building,4925113.840761284,5920554.650853156,293920.7579438732,cash account,0.2297521075079773
917,corporate,office building,16293407.587165497,21000033.111046582,0.0,none,0.13306396281740648
918,corporate,office building,2596312.4910855917,2887336.1510846023,264226.7629967952,cash account,0.04344177028215582
919,corporate,office building,5652651.015281127,7187068.674444654,0.0,none,0.22759379975546765
920,corporate,office building,17252787.991889786,22338062.165042527,0.0,none,0.019243052131972294
921,corporate,office building,19647638.15771535,22974098.88227538,2114968.5873568584,cash account,0.0
922,corporate,office building,4458223.12519632,4899766.88793023,534933.556691233,cash account,0.0
923,corporate,office building,8728219.44978719,9771278.478075664,1379852.8594210497,cash account,0.193810153603511
924,corporate,office building,2350482.442920576,2953676.347564667,170469.82422111073,cash account,0.0
925,corporate,office building,43355134.71659186,49106586.94762319,6462905.903144801,cash account,0.3297919705206454
926,corporate,office building,20167132.157248512,25790680.587120056,0.0,none,0.11666855145774
927,corporate,office building,14156484.084741468,16340348.201457212,1782436.2249732267,cash account,0.14529106545653933
928,corporate,office building,6775822.834845212,8586657.411159022,0.0,none,0.2511125774760801
929,corporate,office building,4575474.221433397,5867820.334185011,0.0,none,0.3830318913469925
930,corporate,office building,4236085.603269453,5136959.48940279,101402.15274477287,cash account,0.18610972364664358
931,corporate,office building,2095573.7389333,2469496.5618916345,206887.63523136554,cash account,0.0
932,corporate,office building,8967579.079532407,10692702.279244155,782965.5830903971,cash account,0.14023544224512333
933,corporate,office building,8297743.935272666,11512565.69778216,0.0,none,0.142892467001366
934,corporate,office building,1467901.8155865928,1744007.9942284666,23979.70990063591,cash account,0.0
935,corporate,office building,9176110.481663397,11219347.304333745,291080.45692597673,cash account,0.12043999448936565
936,corporate,office building,12409332.132390838,14357381.550540807,889292.8690282519,cash account,0.2363020991300509
937,corporate,office building,5950349.143050221,7337113.004893248,0.0,none,0.0
938,corporate,office building,6657202.356829317,8103187.227773513,342162.2755566963,cash account,0.07985301545959578
939,corporate,office building,6394024.8557668,7152535.312253582,691214.1263841422,cash account,0.34969433461972904
940,corporate,office building,13164908.14997179,16134706.138254803,0.0,none,0.0
941,corporate,office building,6908600.687691529,8887908.848551719,0.0,none,0.009857740969855004
942,corporate,office building,2010133.0326411368,2626981.42841494,66264.1575451174,cash account,0.1191124103189896
943,corporate,office building,3058841.9799102508,3704111.3963992787,244852.56634338739,cash account,0.2269679503795574
944,corporate,office building,18666106.53692087,23532933.41502525,1829554.5962234251,cash account,0.0
945,corporate,office building,3216529.5717557506,3808190.8870719057,281547.497340668,cash account,0.23740741617324707
946,corporate,office building,23286899.397466175,26952574.625847373,2589069.1943687815,cash account,0.07478730372014047
947,corporate,office building,1566706.351991797,1826622.6955517,155330.91784200678,cash account,0.0
948,corporate,office building,3539956.931372197,4565895.182168551,132793.7990419827,cash account,0.0
949,corporate,office building,7962971.133082932,9575422.458524035,388593.5073635601,cash account,0.0
950,corporate,office building,6702935.827364556,8480000.974088673,181259.53712460198,cash account,0.22122188858775013
951,corporate,office building,2665236.4761321656,2893297.405116993,394464.75907686114,cash account,0.0
952,corporate,office building,1872962.2075097526,2204304.198396048,231046.33174068958,cash account,0.0
953,corporate,office building,25077288.239111964,29258951.418153416,635929.5798084569,cash account,0.31673225791989357
954,corporate,office building,8057971.660340468,10060770.791996634,0.0,none,0.3780898074718789
955,corporate,office building,8643883.80344637,11822151.293126093,0.0,none,0.10363804629826924
956,corporate,office building,2732732.871922554,3621127.5750022084,0.0,none,0.0
957,corporate,office building,18802166.50718146,24971004.590514373,0.0,none,0.13999681119773613
958,corporate,office building,3906179.606100974,4543444.064474012,306342.43152597494,cash account,0.2034483974883892
959,corporate,office building,8534628.982053345,11296826.70914039,0.0,none,0.0
960,corporate,office building,5078205.5019803345,6439692.681006878,0.0,none,0.0
961,corporate,office building,9386423.219733933,10260355.393167093,622636.0939552705,cash account,0.21713376660046593
962,corporate,office building,2452298.167714825,2784506.23860796,18250.042457871234,cash account,0.4504079096204034
963,corporate,office building,1186189.8986448906,1398173.1915387942,57091.644560988345,cash account,0.0
964,corporate,office building,19980141.416935395,27290570.443732265,0.0,none,0.0
965,corporate,office building,7662462.017926856,9561353.280038156,0.0,none,0.21296553575991536
966,corporate,office building,13988155.0430835,17261655.784591448,1929341.644697758,cash account,0.05807447483410297
967,corporate,office building,3466757.632052531,4460737.459268042,0.0,none,0.0
968,corporate,office building,6876760.166198147,7156657.078712464,1695128.6335657225,cash account,0.0
969,corporate,office building,5389628.769832302,6214155.942972103,368631.55364874995,cash account,0.26557629959661055
970,corporate,office building,14505596.57351706,18270165.997859906,0.0,none,0.41579426014219023
971,corporate,office building,18600913.868251644,20977525.00609981,1575743.1546555357,cash account,0.07221952955053067
972,corporate,office building,5901815.384429933,7541230.207760707,0.0,none,0.105588214731729
973,corporate,office building,12187249.676198503,15409210.283479374,564019.6535596885,cash account,0.0
974,corporate,office building,6760373.998484314,8531754.738935696,0.0,none,0.2806455543164112
975,corporate,office building,19777739.75178001,24965313.63521649,1697366.5773238516,cash account,0.05267692186885655
976,corporate,office building,5127435.2923860075,6079783.868572838,243621.20722519662,cash account,0.1164690096006758
977,corporate,office building,30460245.925448455,37084831.624943785,809042.5022144755,cash account,0.2707860499337389
978,corporate,office building,3312882.48234381,3596217.1541314595,697049.8045965804,cash account,0.3198747723956531
979,corporate,office building,1942213.1656681087,2400627.804807834,104653.49319023662,cash account,0.17316809434514688
980,corporate,office building,29818629.31007266,33489067.505631026,3637805.612269124,cash account,0.04714320876296762
981,corporate,office building,6271217.668807031,7775432.096986603,0.0,none,0.0
982,corporate,office building,7173492.266332898,8778281.929633744,0.0,none,0.4484591835844893
983,corporate,office building,3354490.903377321,3852645.5619069003,382274.85259066796,cash account,0.0
984,corporate,office building,9061794.999899175,10815124.044179088,1053518.2980832378,cash account,0.19206800678794528
985,corporate,office building,948582.3513287571,1144903.2021991392,113997.77135500262,cash account,0.11870277436589698
986,corporate,office building,3758289.3601864493,4602588.42107564,295985.1055355135,cash account,0.12480358584789647
987,corporate,office building,3279580.8783105887,4108372.7151467963,281049.65829525696,cash account,0.0
988,corporate,office building,10928609.735154856,14183465.4783977,0.0,none,0.14564044704479398
989,corporate,office building,6113183.260806965,7610153.825167036,24783.04799100283,cash account,0.30431435641678506
990,corporate,office building,21663738.297877245,24460702.55684439,3343194.978320186,cash account,0.024306121490357113
991,corporate,office building,2445843.2653808813,2602325.073393318,473980.9033428664,cash account,0.07970817307162453
992,corporate,office building,4034644.1350154364,4394130.53596565,718970.9504259562,cash account,0.0
993,corporate,office building,10948094.718122113,12300618.374750521,2656829.907234065,cash account,0.047418496297440396
994,corporate,office building,4257272.819054989,4990888.290077751,468565.3008700921,cash account,0.0
995,corporate,office building,9890058.582760457,12422702.919178588,0.0,none,0.3142293096517264
996,corporate,office building,161308031.00540394,216206272.42530936,0.0,none,0.0
997,corporate,office building,3609129.9743613233,4664465.043145698,0.0,none,0.0
998,corporate,office building,5017174.447717019,6145451.094644629,264378.1400579716,cash account,0.28946106442870745
999,corporate,office building,9804717.49243561,12102884.923910039,0.0,none,0.0
1000,corporate,office building,51011953.32003778,65116602.46804282,0.0,none,0.05410719280284801
1001,corporate,office building,1357047.6075938414,1586228.5396944224,135379.87200708405,cash account,0.11873678868657511
1002,corporate,office building,2385499.3486973736,3564295.5529352548,0.0,none,0.0
1003,corporate,office building,13014300.035373265,17254135.174052387,0.0,none,0.17627130499633117
1004,corporate,office building,24212983.136535224,32839123.083117478,0.0,none,0.0
1005,corporate,office building,2918125.163135594,3436488.3478576606,144853.05702141783,cash account,0.30093524105213904
1006,corporate,office building,44255333.105807565,58983109.38401682,0.0,none,0.0
1007,corporate,office building,1357263.930401194,1789963.5157717387,0.0,none,0.1968397036328641
1008,corporate,office building,12174953.027745523,13564849.981618425,1449586.105263611,cash account,0.16550066088270715
1009,corporate,office building,14618785.698490966,18209209.203540865,0.0,none,0.3696218443937244
1010,corporate,office building,10615299.17794555,12450822.97614362,1731536.364902079,cash account,0.0
1011,corporate,office building,36373202.70172313,47872275.62725618,0.0,none,0.0
1012,corporate,office building,22611277.215214357,26423348.591031466,3226208.4247402283,cash account,0.3920697246532613
1013,corporate,office building,13034629.209580142,15261152.302287158,1789981.768205754,cash account,0.4071389278522175
1014,corporate,office building,22824060.094238162,28584110.116749436,0.0,none,0.0
1015,corporate,office building,34335883.0624061,43020986.959763736,0.0,none,0.0
1016,corporate,office building,21350240.851602234,25177357.90706016,1388136.7188245826,cash account,0.09674582882956151
1017,corporate,office building,8416110.005441414,11103681.496787462,0.0,none,0.0
1018,corporate,office building,6524092.8873827,7536235.114718956,418485.6388073871,cash account,0.0
1019,corporate,office building,5208003.228213233,6093180.913756403,617213.8579758316,cash account,0.14555701961986597
1020,corporate,office building,23373021.516988058,28991957.46408409,2209469.7598624676,cash account,0.13941295127074863
1021,corporate,office building,7151303.896772332,7642005.414788329,1458157.6799448666,cash account,0.24527799017134294
1022,corporate,office building,6880253.869825249,8523170.976334102,0.0,none,0.0
1023,corporate,office building,9195898.558730777,10514837.61525578,1220134.7856196288,cash account,0.19681545114229304
1024,corporate,office building,5405536.543630135,6613221.27026742,0.0,none,0.0
1025,corporate,office building,2837321.265960295,3179644.556125396,312544.5875283642,cash account,0.19751209623730173
1026,corporate,office building,32270845.29206605,41913393.15860885,258453.8313042695,cash account,0.0
1027,corporate,office building,16908886.049984615,19777742.80096508,1076600.9997545718,cash account,0.20852905231581773
